"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"04/08/2019","41","Ozone","San Rafael","06-041-0001","AQS"
"04/09/2019","41","Ozone","Livermore","06-001-0007","AQS"
"04/10/2019","40","Ozone","Livermore","06-001-0007","AQS"
"04/11/2019","39","Ozone","Concord","06-013-0002","AQS"
"04/12/2019","44","Ozone","Concord","06-013-0002","AQS"
"04/13/2019","48","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/14/2019","45","Ozone","San Pablo","06-013-1004","AQS"
"04/15/2019","43","Ozone","Livermore","06-001-0007","AQS"
"04/16/2019","38","Ozone","Redwood City","06-081-1001","AQS"
"04/17/2019","41","Ozone","Livermore","06-001-0007","AQS"
"04/18/2019","74","Ozone","Hayward","06-001-2001","AQS"
"04/19/2019","54","Ozone","Livermore","06-001-0007","AQS"
"04/20/2019","44","Ozone","San Francisco","06-075-0005","AQS"
"04/21/2019","53","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/22/2019","60","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/23/2019","64","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/24/2019","64","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/25/2019","59","PM2.5","Oakland West","06-001-0011","AQS"
"04/26/2019","61","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/27/2019","60","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/28/2019","61","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/29/2019","55","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"04/30/2019","54","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/01/2019","54","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/02/2019","58","Ozone","Concord","06-013-0002","AQS"
"05/03/2019","54","Ozone","Bethel Island","06-013-1002","AQS"
"05/04/2019","49","Ozone","Concord","06-013-0002","AQS"
"05/05/2019","43","Ozone","Concord","06-013-0002","AQS"
"05/06/2019","34","Ozone","Concord","06-013-0002","AQS"
"05/07/2019","36","NO2","Pleasanton - Owens Ct","06-001-0015","AQS"
"05/08/2019","40","Ozone","Livermore","06-001-0007","AQS"
"05/09/2019","36","Ozone","Bethel Island","06-013-1002","AQS"
"05/10/2019","43","Ozone","Bethel Island","06-013-1002","AQS"
"05/11/2019","44","Ozone","Livermore","06-001-0007","AQS"
"05/12/2019","37","Ozone","Livermore","06-001-0007","AQS"
"05/13/2019","35","Ozone","Livermore","06-001-0007","AQS"
"05/14/2019","33","Ozone","Livermore","06-001-0007","AQS"
"05/15/2019","41","Ozone","San Pablo","06-013-1004","AQS"
"05/16/2019","42","Ozone","San Pablo","06-013-1004","AQS"
"05/17/2019","41","Ozone","Livermore","06-001-0007","AQS"
"05/18/2019","42","Ozone","San Pablo","06-013-1004","AQS"
"05/19/2019","47","Ozone","Redwood City","06-081-1001","AQS"
"05/20/2019","43","Ozone","Livermore","06-001-0007","AQS"
"05/21/2019","39","Ozone","Concord","06-013-0002","AQS"
"05/22/2019","47","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/23/2019","55","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/24/2019","35","Ozone","Livermore","06-001-0007","AQS"
"05/25/2019","48","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/26/2019","43","Ozone","Livermore","06-001-0007","AQS"
"05/27/2019","35","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/28/2019","49","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/29/2019","58","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"05/30/2019","31","Ozone","Bethel Island","06-013-1002","AQS"
"05/31/2019","50","Ozone","Livermore","06-001-0007","AQS"
"06/01/2019","46","Ozone","Livermore","06-001-0007","AQS"
"06/02/2019","33","Ozone","Livermore","06-001-0007","AQS"
"06/03/2019","45","Ozone","Livermore","06-001-0007","AQS"
"06/04/2019","97","Ozone","Livermore","06-001-0007","AQS"
"06/05/2019","62","PM2.5","Oakland West","06-001-0011","AQS"
"06/06/2019","45","Ozone","Bethel Island","06-013-1002","AQS"
"06/07/2019","46","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"06/08/2019","40","Ozone","Redwood City","06-081-1001","AQS"
"06/09/2019","58","Ozone","Hayward","06-001-2001","AQS"
"06/10/2019","140","Ozone","Hayward","06-001-2001","AQS"
"06/11/2019","150","Ozone","Hayward","06-001-2001","AQS"
"06/12/2019","126","Ozone","Livermore","06-001-0007","AQS"
"06/13/2019","35","Ozone","Livermore","06-001-0007","AQS"
"06/14/2019","32","Ozone","Bethel Island","06-013-1002","AQS"
"06/15/2019","33","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"06/16/2019","33","PM2.5","San Pablo","06-013-1004","AQS"
"06/17/2019","48","PM2.5","San Pablo","06-013-1004","AQS"
"06/18/2019","50","Ozone","Livermore","06-001-0007","AQS"
"06/19/2019","40","Ozone","Livermore","06-001-0007","AQS"
"06/20/2019","45","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"06/21/2019","54","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"06/22/2019","65","PM2.5","Oakland West","06-001-0011","AQS"
"06/23/2019","58","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"06/24/2019","46","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"06/25/2019","44","PM2.5","Concord","06-013-0002","AQS"
"06/26/2019","30","Ozone","Bethel Island","06-013-1002","AQS"
"06/27/2019","31","Ozone","Livermore","06-001-0007","AQS"
"06/28/2019","40","Ozone","Bethel Island","06-013-1002","AQS"
"06/29/2019","47","PM2.5","Oakland","06-001-0009","AQS"
"06/30/2019","40","PM2.5","San Pablo","06-013-1004","AQS"
"07/01/2019","39","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/02/2019","45","PM2.5","Oakland West","06-001-0011","AQS"
"07/03/2019","45","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/04/2019","66","PM2.5","Oakland","06-001-0009","AQS"
"07/05/2019","57","PM2.5","Livermore","06-001-0007","AQS"
"07/06/2019","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/07/2019","47","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/08/2019","39","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/09/2019","33","Ozone","Bethel Island","06-013-1002","AQS"
"07/10/2019","24","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/11/2019","24","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/12/2019","34","Ozone","Concord","06-013-0002","AQS"
"07/13/2019","36","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/14/2019","39","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/15/2019","42","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/16/2019","33","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/17/2019","51","Ozone","Concord","06-013-0002","AQS"
"07/18/2019","28","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/19/2019","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/20/2019","33","PM2.5","San Pablo","06-013-1004","AQS"
"07/21/2019","40","Ozone","Livermore","06-001-0007","AQS"
"07/22/2019","54","Ozone","Livermore","06-001-0007","AQS"
"07/23/2019","38","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/24/2019","100","Ozone","Concord","06-013-0002","AQS"
"07/25/2019","101","Ozone","Livermore","06-001-0007","AQS"
"07/26/2019","46","Ozone","Livermore","06-001-0007","AQS"
"07/27/2019","105","Ozone","Livermore","06-001-0007","AQS"
"07/28/2019","93","Ozone","Livermore","06-001-0007","AQS"
"07/29/2019","56","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/30/2019","48","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"07/31/2019","50","Ozone","Livermore","06-001-0007","AQS"
"08/01/2019","28","PM2.5","Redwood City","06-081-1001","AQS"
"08/02/2019","33","Ozone","Concord","06-013-0002","AQS"
"08/03/2019","41","Ozone","Concord","06-013-0002","AQS"
"08/04/2019","35","PM2.5","Oakland West","06-001-0011","AQS"
"08/05/2019","45","PM2.5","Oakland West","06-001-0011","AQS"
"08/06/2019","53","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"08/07/2019","43","Ozone","Bethel Island","06-013-1002","AQS"
"08/08/2019","40","Ozone","Bethel Island","06-013-1002","AQS"
"08/09/2019","32","Ozone","Bethel Island","06-013-1002","AQS"
"08/10/2019","25","Ozone","Bethel Island","06-013-1002","AQS"
"08/11/2019","37","Ozone","Concord","06-013-0002","AQS"
"08/12/2019","45","Ozone","Livermore","06-001-0007","AQS"
"08/13/2019","84","Ozone","Concord","06-013-0002","AQS"
"08/14/2019","119","Ozone","Livermore","06-001-0007","AQS"
"08/15/2019","112","Ozone","Livermore","06-001-0007","AQS"
"08/16/2019","101","Ozone","Livermore","06-001-0007","AQS"
"08/17/2019","53","PM2.5","San Pablo","06-013-1004","AQS"
"08/18/2019","36","Ozone","Bethel Island","06-013-1002","AQS"
"08/19/2019","36","Ozone","Bethel Island","06-013-1002","AQS"
"08/20/2019","32","Ozone","Bethel Island","06-013-1002","AQS"
"08/21/2019","44","Ozone","Bethel Island","06-013-1002","AQS"
"08/22/2019","43","Ozone","Bethel Island","06-013-1002","AQS"
"08/23/2019","47","PM2.5","Oakland West","06-001-0011","AQS"
"08/24/2019","67","Ozone","Concord","06-013-0002","AQS"
"08/25/2019","64","Ozone","Livermore","06-001-0007","AQS"
"08/26/2019","74","Ozone","Livermore","06-001-0007","AQS"
"08/27/2019","50","Ozone","Concord","06-013-0002","AQS"
"08/28/2019","37","PM2.5","Oakland West","06-001-0011","AQS"
"08/29/2019","40","PM2.5","Oakland West","06-001-0011","AQS"
"08/30/2019","47","Ozone","Concord","06-013-0002","AQS"
"08/31/2019","44","Ozone","Livermore","06-001-0007","AQS"
"09/01/2019","32","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/02/2019","38","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/03/2019","38","Ozone","Concord","06-013-0002","AQS"
"09/04/2019","44","Ozone","Bethel Island","06-013-1002","AQS"
"09/05/2019","32","Ozone","Bethel Island","06-013-1002","AQS"
"09/06/2019","36","Ozone","Bethel Island","06-013-1002","AQS"
"09/07/2019","28","Ozone","Bethel Island","06-013-1002","AQS"
"09/08/2019","33","Ozone","Concord","06-013-0002","AQS"
"09/09/2019","35","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/10/2019","39","Ozone","Bethel Island","06-013-1002","AQS"
"09/11/2019","47","Ozone","Livermore","06-001-0007","AQS"
"09/12/2019","54","Ozone","Bethel Island","06-013-1002","AQS"
"09/13/2019","97","Ozone","San Ramon","06-013-2007","AQS"
"09/14/2019","93","Ozone","Bethel Island","06-013-1002","AQS"
"09/15/2019","37","Ozone","Bethel Island","06-013-1002","AQS"
"09/16/2019","30","Ozone","Livermore","06-001-0007","AQS"
"09/17/2019","36","Ozone","Bethel Island","06-013-1002","AQS"
"09/18/2019","30","Ozone","Bethel Island","06-013-1002","AQS"
"09/19/2019","34","Ozone","Concord","06-013-0002","AQS"
"09/20/2019","39","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/21/2019","41","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/22/2019","45","Ozone","Bethel Island","06-013-1002","AQS"
"09/23/2019","43","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/24/2019","54","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/25/2019","77","Ozone","Bethel Island","06-013-1002","AQS"
"09/26/2019","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/27/2019","33","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/28/2019","40","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/29/2019","35","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"09/30/2019","34","Ozone","Bethel Island","06-013-1002","AQS"
"10/01/2019","32","Ozone","Concord","06-013-0002","AQS"
"10/02/2019","53","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/03/2019","39","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/04/2019","35","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/05/2019","40","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/06/2019","49","Ozone","Hayward","06-001-2001","AQS"
"10/07/2019","71","Ozone","San Ramon","06-013-2007","AQS"
"10/08/2019","51","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/09/2019","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/10/2019","44","NO2","Laney College","06-001-0012","AQS"
"10/11/2019","51","NO2","San Francisco","06-075-0005","AQS"
"10/12/2019","64","Ozone","Livermore","06-001-0007","AQS"
"10/13/2019","77","Ozone","Livermore","06-001-0007","AQS"
"10/14/2019","52","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/15/2019","58","PM2.5","Redwood City","06-081-1001","AQS"
"10/16/2019","40","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/17/2019","36","NO2","Laney College","06-001-0012","AQS"
"10/18/2019","48","PM2.5","Point Reyes NS Ranger Station","06-041-0002","AQS"
"10/19/2019","48","PM2.5","San Pablo","06-013-1004","AQS"
"10/20/2019","41","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/21/2019","51","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/22/2019","48","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/23/2019","55","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/24/2019","46","NO2","San Rafael","06-041-0001","AQS"
"10/25/2019","70","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/26/2019","67","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"10/27/2019","68","PM2.5","Redwood City","06-081-1001","AQS"
"10/28/2019","102","PM2.5","San Pablo","06-013-1004","AQS"
"10/29/2019","52","PM2.5","Concord","06-013-0002","AQS"
"10/30/2019","44","NO2","Oakland West","06-001-0011","AQS"
"10/31/2019","55","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"11/01/2019","55","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"11/02/2019","67","Ozone","Hayward","06-001-2001","AQS"
"11/03/2019","77","Ozone","Hayward","06-001-2001","AQS"
"11/04/2019","64","Ozone","Bethel Island","06-013-1002","AQS"
"11/05/2019","74","Ozone","Livermore","06-001-0007","AQS"
"11/06/2019","63","PM2.5","Livermore","06-001-0007","AQS"
"11/07/2019","70","PM2.5","Laney College","06-001-0012","AQS"
"11/08/2019","95","PM2.5","Redwood City","06-081-1001","AQS"
"11/09/2019","88","PM2.5","Redwood City","06-081-1001","AQS"
"11/10/2019","77","PM2.5","Redwood City","06-081-1001","AQS"
"11/11/2019","62","PM2.5","Redwood City","06-081-1001","AQS"
"11/12/2019","63","PM2.5","Redwood City","06-081-1001","AQS"
"11/13/2019","67","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS"
"11/14/2019","51","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS"
"11/15/2019","31","Ozone","Livermore","06-001-0007","AQS"
"11/16/2019","48","PM2.5","Redwood City","06-081-1001","AQS"
"11/17/2019","56","PM2.5","Redwood City","06-081-1001","AQS"
"11/18/2019","63","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"11/19/2019","46","PM2.5","Livermore","06-001-0007","AQS"
"11/20/2019","35","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS"
"11/21/2019","48","PM2.5","San Francisco","06-075-0005","AQS"
"11/22/2019","58","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"11/23/2019","61","PM2.5","Oakland West","06-001-0011","AQS"
"11/24/2019","54","PM2.5","Oakland West","06-001-0011","AQS"
"11/25/2019","40","PM2.5","San Francisco","06-075-0005","AQS"
"11/26/2019","36","Ozone","San Pablo","06-013-1004","AQS"
"11/27/2019","33","Ozone","San Pablo","06-013-1004","AQS"
"11/28/2019","36","PM2.5","Livermore","06-001-0007","AQS"
"11/29/2019","42","PM2.5","Livermore","06-001-0007","AQS"
"11/30/2019","45","PM2.5","Concord","06-013-0002","AQS"
"12/01/2019","34","PM2.5","Concord","06-013-0002","AQS"
"12/02/2019","30","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS"
"12/03/2019","32","NO2","Oakland West","06-001-0011","AQS"
"12/04/2019","38","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/05/2019","55","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/06/2019","44","PM2.5","Concord","06-013-0002","AQS"
"12/07/2019","36","Ozone","San Rafael","06-041-0001","AQS"
"12/08/2019","38","Ozone","San Francisco","06-075-0005","AQS"
"12/09/2019","30","PM2.5","Oakland West","06-001-0011","AQS"
"12/10/2019","56","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS"
"12/11/2019","79","PM2.5","Concord","06-013-0002","AQS"
"12/12/2019","37","PM2.5","Concord","06-013-0002","AQS"
"12/13/2019","33","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/14/2019","37","Ozone","San Pablo","06-013-1004","AQS"
"12/15/2019","35","Ozone","San Pablo","06-013-1004","AQS"
"12/16/2019","33","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/17/2019","56","PM2.5","Pleasanton - Owens Ct","06-001-0015","AQS"
"12/18/2019","36","PM2.5","Concord","06-013-0002","AQS"
"12/19/2019","35","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/20/2019","63","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/21/2019","64","PM2.5","Concord","06-013-0002","AQS"
"12/22/2019","37","Ozone","Livermore","06-001-0007","AQS"
"12/23/2019","32","NO2","Oakland West","06-001-0011","AQS"
"12/24/2019","33","Ozone","San Francisco","06-075-0005","AQS"
"12/25/2019","33","Ozone","Hayward","06-001-2001","AQS"
"12/26/2019","36","NO2","Oakland West","06-001-0011","AQS"
"12/27/2019","39","PM2.5","Livermore","06-001-0007","AQS"
"12/28/2019","42","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/29/2019","38","PM2.5","Concord","06-013-0002","AQS"
"12/30/2019","41","PM2.5","Berkeley Aquatic Park","06-001-0013","AQS"
"12/31/2019","44","PM2.5","Oakland","06-001-0009","AQS"
